"lat","lon","camp","state","name","type","phone","devel","sites","nforg","elev","upd","hookups","toilets","water","date","url","camp_id","url_confirmed","directions","reservations","comments","town","dump","showers","rv_length","pets","ra_number","season","fee","air_mi_from_town","dir_from_town"
"44.001410","-120.392390","Antelope Reservoir","OR","ANTE","NF","541.416.6500","4","44","60701","4948","cc","NH","VT","NW","1","forestcamping.com/dow/pacficnw/och.htm","4028","0",,"NR",,"Prineville","ND","NS","0",,"0",,,"30.1","SE"
"45.107670","-119.624270","Anson Wright Memorial Park","OR","ANSO","CP","541.989.9500",,,,"3392",,"E",,"DW","1","www.morrowcountyparks.org/ansonwrightpark.asp","4029","1",,,,"Heppner","DP","SH","0",,"0",,,"17.3","S"
"43.280560","-123.356940","Amacher Park","OR","AMAC","CP","541.672.4901",,"30",,"459",,"WES",,"DW","120122","www.co.douglas.or.us/parks/view_park.asp?features=&cnt=&index=0","4030","1",,,,"Winchester",,"SH","0",,"0","mid apr-mid oct",,"0.2","W"
"44.328610","-123.499270","Alsea Falls","OR","ALSE","BLM","541.574.3100",,,,"784",,"NH",,,"1","www.blm.gov/or/resources/recreation/site_info.php?siteid=220","4031","0",,"NR",,"Monroe",,,"0",,"0",,,"10.1","W"
"45.319910","-121.705470","Alpine","OR","ALPI","NF","503.622.3191","3","16","60609","5381","cc","NH","VT","DW","1","forestcamping.com/dow/pacficnw/mth.htm","4032","0",,"NR",,"Government Camp","ND","NS","0",,"0",,,"2.6","NE"
"44.471980","-121.637450","Allingham","OR","ALLI","NF","541.549.7700","3","10","60105","2963","cc","NH","VT","DW","1","www.traveloregon.com/Explore-Oregon/Central-Oregon/Outdoor-Recreation/Fishing/Fishing/Allingham-Campground.aspx","4033","1",,"NR",,"Sisters","ND","NS","0",,"0",,,"13.2","N"
"44.528110","-121.628400","Allen Springs","OR","ALLE","NF","541.549.7700","3","17","60105","2812",,"NH","VT","NW","1","forestcamping.com/dow/pacficnw/desc.htm","4034","0",,"NR",,"Sisters","ND","NS","0",,"0",,,"16.8","N"
"42.112780","-124.189440","Alfred A Loeb State Park","OR","ALFR","SP","541.469.2021",,,,"4869","cc","NH",,"DW","1","www.oregonstateparks.org/park_72.php","4035","0",,"RS",,"Brookings",,"SH","0",,"405326","all year","L$","6.4","NE"
"44.177730","-121.910300","Alder Springs","OR","ALDS","NF","541.822.3381","3","6","61801","3737","cc","NH","VT","NW","1","www.eugenecarsey.com/camp/mckenzie/alder.htm","4036","1",,"NR",,,"ND","NS","0",,"0",,,,
"45.266390","-123.579440","Alder Glen","OR","ALDG","BLM","541.574.3100",,,,"443","cc","NH",,,"120703","www.blm.gov/or/resources/recreation/rogue/trail-log.php","4037","0",,"NR","unknown facilities","Beaver","ND","NS","0",,"0",,,"12.0","E"
"45.084100","-122.061300","Alder Flat","OR","ALDE","NF","503.630.6861","2","6","60605","1552","cc","NH","NT","NW","1","www.oeconline.org/community/blog/2011/july/three-weekend-getaways-for-river-lovers","4038","1",,"NR","It is a 1 mile very easy hike to this campground - no auto access","Estacada","ND","NS","0",,"0",,"N$","19.4","SE"
"44.068990","-124.102250","Alder Dune","OR","ALDD","NF","541.547.3679","5","43","61208","299","cc","NH","VT","DW","1","forestcamping.com/dow/pacficnw/sius.htm","4039","0",,"RS",,"Florence","ND","NS","30","PA","75387","all year",,"6","N"
"45.595750","-122.053000","Ainsworth State Park","OR","AINS","SP","503.695.2301",,,,"236","cc","E",,"DW","1","www.oregonstateparks.org/park_146.php","4040","0",,"NR",,"Corbett","DP","SH","45",,"0",,"L$","12.3","E"
"42.882080","-122.509521","Abbott Creek","OR","ABBO","NF","541.865.2700","4","25","61003","2917",,"NH","VT","DW","100716","freecampsites.net/abbott-creek/","4041","1",,"NR",,"Prospect","ND","NS","20",,"0","mid may-mid oct","L$","8.9","N"
"46.339260","-121.645480","Adams Fork","WA","ADAM","NF","541.338.7869","4","31","60305","2628",,"NH","VT","NW","1","forestcamping.com/dow/pacficnw/gp.htm","4042","0",,"RS",,"Randle","ND","NS","0",,"71642","early jun-late sep",,"20.1","SE"
"46.799320","-122.292730","Alder Lake - Tacoma Power","WA","ALDE","UTIL","360.569.2778",,"173",,"1227",,"WES","FT","DW","120122","www.mytpu.org/tacomapower/parks-rec/alder-lake-park/Default.htm","4043","1",,"RS","4 campgrounds - res 888.226.7688","Eatonville",,"SH","0",,"0","all year",,"4.9","S "
"46.259170","-117.566460","Alder Thicket","WA","ALDT","NF",,"3","10","61404","5157",,"NH","VT","NW","1","www.fs.fed.us/r6/uma/recreation/campgrounds/pomeroy-cg.shtml","4044","1",,"NR",,"Pomeroy","ND","NS","0",,"0",,,"15","S"
"48.028560","-119.941900","Alta Lake State Park","WA","ALTA","SP","509.923.2473",,"123",,"1329",,"E",,"DW","1","http://www.parks.wa.gov/parks/?selectedpark=Alta%20Lake","4045","1",,"RS",,"Pateros","DP","SH","38",,"0","ealry apr-late oct",,"2.4","SW"
"48.012220","-123.594000","Altaire - Olympic National Park","WA","ALTR","NP","360.565.3130",,"30",,"620","cc","NH","FT",,"90812","www.nps.gov/olym/planyourvisit/campgrounds.htm","4046","0",,"NR",,"Port Angeles","ND","NS","21",,"0",,"L$",,
"46.975910","-121.159160","American Forks","WA","AMER","NF","509.653.1401","3","23","61708","2792","cc","NH","VT","NW","1","forestcamping.com/dow/pacficnw/wen.htm","4047","0",,"NR",,"Cliffdell","ND","NS","0",,"0",,,"4.7","NW"
"47.975400","-120.164000","Antilon Lake","WA","ANTI","NF",,"2","10","61702","2339",,"NH","VT","NW","1",,"4048","0",,"NR","primitive - dispersed - tables unknown","Manson","ND","NS","0",,"0",,,"6.3","N"
"48.000390","-120.817810","Atkinson Flat","WA","ATKI","NF",,"3","7","61707","2566","cc","NH","VT","NW","1","ncwportal.com/chelan/parks","4049","1",,"NR",,"Leavenworth","ND","NS","0",,"0",,,"28.9","N"
"48.730000","-121.655560","Swift Creek","WA","SWIF","NF",,,"50","60501","233","cc","NH","VT","DW","1",,"4050","0",,"RS","Concession - cold shower at beach","Concrete","ND","SH","0",,"0",,,"13.8","N"
"48.660000","-120.543000","Ballard","WA","BALL","NF",,"3","7","61704","2552",,"NH","VT","NW","1","ncwportal.com/okanogan/parks","4051","1",,"NR",,"Mazama","ND","NS","28",,"0",,"N$","7.9","NW"
"45.802950","-122.486650","Battle Ground Lake State Park","WA","BATT","SP","888.226.7688",,"46",,"417","cc","E",,"DW","1","www.parks.wa.gov/parks/?selectedpark=Battle%20Ground%20Lake","4052","1",,"RS",,"Battle Ground","DP","SH","35",,"0","all year",,"2.7","NE"
"48.487566","-122.480216","Bay View State Park","WA","BAYV","SP","360.757.0227",,"80",,"95","cc","E",,"DW","1","www.parks.wa.gov/parks/?selectedpark=Bay%20View","4053","1",,"RS",,"Burlington","DP","SH","45",,"0","all year",,"7.1","W"
"45.625390","-122.023520","Beacon Rock State Park","WA","BEAC","SP","509.427.8265",,,,"33",,"HK",,"DW","1","www.parks.wa.gov/parks/?selectedpark=Beacon%20Rock","4054","1",,"NR",,"Vancouver","ND","SH","40",,"0","mid apr-mid oct",,"30.8","E"
"48.849700","-118.967000","Beaver Lake","WA","BEAL","NF",,"3","13","61709","2740",,"NH","VT","DW","1","forestcamping.com/dow/pacficnw/oka.htm","4055","0",,"NR",,"Wauconda","ND","NS","0",,"0",,,"8.8","N"
"45.854340","-121.954760","Beaver","WA","BEAV","NF","541.338.7869","4","44","60303","1102",,"NH","VT","DW","1","forestcamping.com/dow/pacficnw/gp.htm","4056","0",,"RS",,"Carson","ND","NS","0",,"71650","early jun-mid sep",,"11","NW"
"47.733910","-121.332090","Beckler River","WA","BECK","NF","541.338.7869","4","39","60506","1083",,"NH","VT","DW","1","forestcamping.com/dow/pacficnw/mbs.htm","4057","0",,"RS",,"Skykomish","ND","NS","0",,"70234","early jun-mid sep",,"2.1","NE"
"48.096440","-121.387150","Bedal","WA","BEDA","NF","541.338.7869","3","22","60502","1250","cc","NH","VT","NW","1","forestcamping.com/dow/pacficnw/mbs.htm","4058","0",,"RS",,"Granite Falls","ND","NS","0",,"73775","early jun-mid sep",,"26.9","E"
"47.429440","-122.876710","Belfair State Park","WA","BELF","SP","360.275.0668",,"170",,"10",,"WES",,"DW","1","www.parks.wa.gov/parks/?selectedpark=Belfair","4059","1",,"RS",,"Belfair","DP","SH","60",,"0","all year",,"2.8","SW"
"46.159910","-121.403320","Bench Lake","WA","BENC","RES",,,,,"4974",,,,,"100309","www.fishingworks.com/lakes/washington/yakima/mount-adams-east/bench-lake/","4060","0",,,,,,,"0",,"0",,,,
"48.962720","-122.509570","Berthusen Park","WA","BERT","CP","360.354.2424",,,,"144","d","E",,,"100309","www.rvtrekker.com/northwestpages/washington/whatcom/WhatcomRVcampgrounds.htm","4061","0",,,"no camping ","Lynden","DP","NS","0",,"0",,,,
"48.856900","-118.981000","Beth Lake","WA","BETH","NF","509.486.2186","4","19","61709","2831",,"NH","VT","DW","1","forestcamping.com/dow/pacficnw/oka.htm","4062","0",,"NR",,"Tonasket","ND","NS","0",,"0",,,"23.4","NE"
"47.377400","-120.883000","Beverly","WA","BEVE","NF","509.674.4411","3","10","61703","3140",,"NH","VT","NW","1","www.roadcamping.com/rv/Washington/Cle_Elum/property_3121/rv_parks_campgrounds.html","4063","1",,"NR",,"Cle Elum","ND","NS","0",,"0",,,"12.8","N"
"46.734710","-121.967790","Big Creek","WA","BIG1","NP","541.338.7869","4","29","60305","1903",,"NH",,,"1","www.nps.gov/grsm/planyourvisit/upload/BigCreek2.pdf","4064","0",,"RS",,"Ashford","ND","NS","0",,"74098","early jun-mid sep",,"3.4","SE"
"47.494260","-123.211030","Big Creek","WA","BIG2","NF","360.497.1100","3","24","60901","945","cc","NH","VT","DW","1","forestcamping.com/dow/pacficnw/olym.htm","4065","0",,"NR",,"Hoodsport","ND","NS","30",,"0",,,"6.9","NW"
"48.728890","-117.561940","Big Meadow Lake","WA","BIGM","NF","509.684.7000","3","28","62112","3425",,"NH","VT","DW","1","freecampsites.net/big-meadow-lake-campground/","4066","1",,"NR",,"Ione","ND","NS","0",,"0",,"N$","6.6","W"
"46.229540","-117.542790","Big Springs","WA","BIGS","NF",,"3","20","61404","5171",,"NH","VT","NW","1","forestcamping.com/dow/pacficnw/uma.htm","4067","0",,"NR",,"Pomeroy","ND","NS","0",,"0",,,"17.2","S"
"48.904300","-122.764890","Birch Bay State Park","WA","BIRC","SP","360.371.2800",,"170",,"72",,"E",,"DW","1","www.parks.wa.gov/parks/?selectedpark=Birch%20Bay","4068","1",,"RS",,"Blaine","DP","SH","60",,"0","all year",,"6.2","S"
"46.141110","-121.439450","Bird Lake","WA","BIRD","RES","509.865.5121",,,,"5614",,,,,"100309","www.gorp.com/parks-guide/travel-ta-gifford-pinchot-national-forest-trout-lake-portland-yakima-sidwcmdev_054738.html","4069","0",,,,,,,"0",,"0",,,,
"48.313700","-120.273000","Blackpine Lake","WA","BLAC","NF","509.996.4003","4","24","61704","4117",,"NH","VT","DW","100716","forestcamping.com/dow/pacficnw/oka.htm","4070","0",,"NR",,"Twisp","ND","NS","0",,"0",,,"7.7","SW"
"46.403770","-121.735450","Blue Lake Creek","WA","BLUE","NF","541.338.7869","4","11","60305","1949",,"NH","VT","NW","1","forestcamping.com/dow/pacficnw/gp.htm","4071","0",,"RS",,"Randle","ND","NS","0",,"73547","early jun-late sep",,"13.9","SE"
"47.896730","-124.360350","Bogachiel State Park","WA","BOGA","SP","360.374.6356",,"42",,"502",,"WE",,"DW","1","www.parks.wa.gov/parks/?selectedpark=Bogachiel","4072","1",,"NR",,"Forks","DP","SH","40",,"0","all year",,"3.9","S"
"48.792000","-119.057000","Bonaparte Lake","WA","BONA","NF","509.486.2186.","4","53","61709","3606",,"NH","VT","DW","1","forestcamping.com/dow/pacficnw/oka.htm","4073","0",,"NR","dispersed","Tonasket","ND","NS","0",,"0",,,"18.4","E"
"48.715000","-121.691000","Boulder Creek","WA","BOUL","NF","541.338.7869","3","10","60501","1020",,"NH","VT","NW","1","www.roadcamping.com/rv/Washington/Sedro_hyphen_Woolley/property_3200/rv_parks_campgrounds.html","4074","1",,"RS",,"Concrete","ND","NS","0",,"70241","early jun-late sep",,"12.4","N"
"47.563900","-120.782000","Bridge Creek","WA","BRID","NF",,"4","18","61707","2149",,"NH","VT","DW","1","forestcamping.com/dow/pacficnw/wen.htm","4075","0",,"NR",,"Leavenworth","ND","NS","0",,"0",,,"6","W"
"48.013920","-119.609380","Bridgeport State Park","WA","BRIG","SP","509.686.7231",,"34",,"981",,"E",,"DW","1","www.parks.wa.gov/parks/?selectedpark=Bridgeport","4076","1",,"RS",,"Bridgeport","DP","SH","45",,"0","early apr-late oct",,"2.9","E"
"47.411680","-123.321700","Brown Creek","WA","BROC","NF","360.877.5254","4","22","60901","823","cc","NH","VT","DW","1","forestcamping.com/dow/pacficnw/olym.htm","4077","0",,"NR",,"Shelton","ND","NS","21",,"0",,,"17.1","NW"
"45.942140","-120.679930","Brooks Memorial State Park","WA","BROO","SP","509.773.4611",,,,"2549",,"WE",,"DW","1","www.parks.wa.gov/parks/?selectedpark=Brooks%20Memorial","4078","1",,"NR",,"Goldendale","DP","SH","60",,"0","all year",,"10.8","NE"
"48.436110","-117.195280","Browns Lake","WA","BROW","NF","509.447.7300","3","25","62103","3520",,"NH","VT","NW","1","forestcamping.com/dow/pacficnw/colv.htm","4079","0",,"NR",,"Usk","ND","NS","0",,"0",,"L$","9.4","NE"
"48.267660","-121.331460","Buck Creek","WA","BUCK","NF","541.338.7869","3","39","60502","1188",,"NH","VT","NW","1","forestcamping.com/dow/pacficnw/mbs.htm","4080","0",,"RS",,"Darrington","ND","NS","0",,"73772","early jun-late aug",,"12.5","E"
"48.606000","-120.201000","Buck Lake","WA","BUCL","NF",,"3","8","61704","3287",,"NH","VT","NW","1","www.visitkitsap.com/search/things_to_do.asp?act=search_results&ID=32","4081","1",,"NR",,"Winthrop","ND","NS","20",,"0",,"N$","8.9","N"
"46.879200","-121.283000","Bumping Crossing","WA","BUMC","NF","509.672.2320","4","45","61708","3373",,"NH","VT","NW","100716","forestcamping.com/dow/pacficnw/wen.htm","4082","0",,"NR",,"American River","ND","NS","0",,"0",,,"9","NE"
"46.868650","-121.296210","Bumping Dam","WA","BUMP",,,,,,"3419","p","NH",,,"100716","www.riverfacts.com/rivers/13609.html","4083","0",,,"grouped","Yakima","ND","NS","0",,"0",,,,
"46.109160","-117.451840","Cabin Saddle","WA","CABI","NF",,"2","1","61404","5423","p","NH","VT","NW","1",,"4084","0",,"NR",,"Pomeroy","ND","NS","0",,"0",,,,
"48.713900","-120.126000","Camp 4","WA","CAM4","NF",,"3","5","61704","2431",,"NH","VT","NW","1",,"4085","0",,"NR",,,"ND","NS","16",,"0",,"N$",,
"48.132570","-122.503910","Camano Island State Park","WA","CAMA","SP","360.387.3031",,"88",,"197",,"NH",,,"1","www.parks.wa.gov/parks/?selectedpark=Camano%20Island","4086","1",,"NR",,"Camano Island","DP","SH","40",,"0","all year",,"3.8","S"
"47.480980","-123.690180","Campbell Tree Grove","WA","CAMP","NF","360.288.2525","3","10","60903","1214",,"NH","VT","NW","1","www.eugenecarsey.com/camp/olympic/campbell.htm","4087","1",,"NR",,"Humptulips","ND","NS","16",,"0",,"N$","21.3","NE"
"45.915920","-122.201640","Canyon Creek","WA","CANC","NF",,"3","7","60301","1234",,"NH","VT","NW","1",,"4088","0",,"NR",,"Morton","ND","NS","0",,"0",,,"44.5","S"
"48.577500","-118.239720","Canyon Creek","WA","CANY","NF","360.274.0962","3","19","62112","2260",,"NH","VT","NW","1","forestcamping.com/dow/pacficnw/colv.htm","4089","0",,"NR",,"Kettle Falls","ND","NS","0",,"0",,,"8.7","W"
"46.283450","-124.054200","Cape Disappointment State Park","WA","CAPE","SP","360.642.3078",,"200",,"33",,"WES",,,"1","www.parks.wa.gov/parks/?selectedpark=Cape%20Disappointment","4090","1",,"RS",,"Ilwaco","DP","SH","0",,"0","all year",,"1.8","S"
"46.348540","-121.623640","Cat Creek","WA","CATC","NF",,"3","5","60305","2756",,"NH","VT","NW","1",,"4091","0",,"NR",,"Randle","ND","NS","0",,"0",,"N$","20.5","SE"
"46.353890","-121.618490","Cat Creek Chimney","WA","CATH","NF",,"3","10","60305","2877"," ","NH","VT","NW","1",,"4092","0",,"NR","heavy OHV use - dispersed","Randle","ND","NS","0",,"0",,"N$","20.4","SE"
"46.971400","-121.165000","Cedar Springs","WA","CEDA","NF","541.338.7869","3","14","61708","2815",,"NH","VT","DW","1","forestcamping.com/dow/pacficnw/wen.htm","4093","0",,"RS",,"Cliffdell","ND","NS","0",,"74024","early jun-mid sep",,"4.9","W"
"46.630370","-117.809080","Central Ferry Park - Lake Bryan","WA","CENT","COE","509.751.0240",,,,"636",,"E",,"DW","120703","corpslakes.usace.army.mil/visitors/projects.cfm?Id=G409880","4094","1",,"RS",,"Dodge","DP","SH","0",,"0",,,"7.3","N"
"46.293390","-121.595000","Chain - Of - Lakes","WA","CHAI","NF",,"3","7","60305","4413",,"NH","VT","NW","1","www.tripleblaze.com/2/964/Campgrounds/Chain-of-Lakes-Campground.html","4095","1",,"NR",,,"ND","NS","0",,"0",,,,
"46.258950","-118.845030","Charbonneau Park","WA","CHAR","COE","509.547.2048",,,,"453","cc","WES",,"DW","1","www.nww.usace.army.mil/corpsoutdoors/hld/CHARBON.HTM","4096","0",,"RS",,"Pasco","DP","SH","0","PA","73119","early may-late sep",,"12.3","E"
"47.608300","-120.886000","Chatter Creek","WA","CHAT","NF",,"4","24","61707","2723",,"NH","VT","DW","1","forestcamping.com/dow/pacficnw/wen.htm","4097","0",,"NR",,"Leavenworth","ND","NS","0",,"0",,,"10.5","W"
"47.398190","-123.600560","Chetwoot","WA","CHET","NF",,"2","8","60901","984",,"NH","VT",,"1","activities.wildernet.com/pages/activity.cfm?actid=060901IO*55574cg&areaid=WA&rectype=Camping&startrecord=1&fromPage=summary&CU_ID=1","4098","1",,"NR",,"Montesano","ND","NS","0",,"0",,,"28.8","N"
"48.678000","-120.134000","Chewuch","WA","CHEW","NF",,"4","12","61704","2326",,"NH","VT","DW","1","forestcamping.com/dow/pacficnw/oka.htm","4099","0",,"NR",,"Winthrop","ND","NS","35",,"0",,"N$","14","N"
"46.417030","-117.189960","Chief Timothy Park","WA","CHIE","COE","509.758.9580",,"66",,"728","cc","WES",,"DW","1","www.freeguidetonwcamping.com/Oregon_Washington_Main/Washington/Southeast_WA/Chief_Timothy_Park.htm","4100","1",,"RS",,"Clarkston","DP","SH","0",,"73978","early may-late oct",,"6.9","W"
"48.220250","-121.568830","Clear Creek","WA","CLEA","NF","541.338.7869","3","13","60502","663",,"NH","VT","NW","1","forestcamping.com/dow/pacficnw/mbs.htm","4101","0",,"RS",,"Darrington","ND","NS","0",,"73776","early jun-late sep",,"2.9","SE"
"47.349100","-121.105000","Cle Elum River","WA","CLEE","NF","509.852.1100","3","25","61703","2283",,"NH","VT","DW","1","forestcamping.com/dow/pacficnw/wen.htm","4102","0",,"NR",,"Cle Elum","ND","NS","0",,"0",,,"13.2","NW"
"46.633800","-121.268000","Clear Lake North","WA","CLEN","NF",,"3","40","61708","3048",,"NH","VT","NW","1","forestcamping.com/dow/pacficnw/wen.htm","4103","0",,"NR",,"Naches","ND","NS","0",,"0",,,"27.8","W"
"46.629100","-121.268000","Clear Lake South","WA","CLES","NF",,"3","28","61708","3018",,"NH","VT","DW","1","forestcamping.com/dow/pacficnw/wen.htm","4104","0",,"NR",,"Naches","ND","NS","0",,"0",,,"27.9","W"
"47.391940","-123.605000","Coho","WA","COHO","NF","360.765.2200","4","90","60901","899",,"NH","VT","DW","1","forestcamping.com/dow/pacficnw/olym.htm","4105","0",,"NR",,"Montesano","DP","NS","36",,"0",,,"28.4","N"
"46.080580","-121.750870","Cold Spring Indian","WA","COLD","NF",,"2","7","60303","3904",,"NH","VT",,"1","www.allstays.com/Campgrounds/wa-trout-lake-campgrounds.htm","4106","1",,"NR",,,"ND","NS","0",,"0",,"N$",,
"47.682580","-123.018680","Collins","WA","COLL","NF","360.765.2200","3","16","60901","2159","cc","NH","VT","NW","1","forestcamping.com/dow/pacficnw/olym.htm","4107","0",,"NR",,"Brinnon","ND","NS","21",,"0",,,"5.6","W"
"48.686770","-121.094480","Colonial Creek - North Cascades  National Park","WA","COLO","NP","360.854.7200",,"142",,"1306",,"NH",,,"90812","www.nps.gov/noca/planyourvisit/car-camping.htm","4108","0",,"NR",,"Newhalem","DP","NS","22",,"0",,,"7.0","E"
"46.233400","-119.205320","Columbia Park","WA","COLU","CP","509.585.4529",,,,"335",,"HK",,,"100716","columbiariverimages.com/Regions/Places/columbia_park.html","4109","1",,,,"Kennewick","DP","SH","0",,"0",,,"3.6","NW"
"48.555180","-119.754880","Conconully State Park","WA","CONC","SP","509.826.7408",,"65",,"2287",,"WE",,"DW","1","www.parks.wa.gov/parks/?selectedpark=Conconully","4110","1",,"NR",,"Conconully","ND","SH","0",,"0","mid apr-mid oct",,"0.3","SW"
"47.012940","-121.465580","Corral Pass","WA","CORR","NF","425.775.9702",,,"60500","5669",,"NH","VT","NW","1","www.allgetaways.com/view_destination.asp?destinationid=HGW297-031","4111","0",,"NR",,"Enumclaw","ND","NS","0",,"0",,,"28","SE"
"48.020500","-120.642000","Cottonwood  - Ent","WA","COT1","NF",,"3","25","61705","3127",,"NH","VT","DW","1","forestcamping.com/dow/pacficnw/wen.htm","4112","0",,"NR",,"Entiat","ND","NS","22",,"0",,,"31.2","NW"
"46.907400","-121.030000","Cottonwood","WA","COT2","NF","541.338.7869","3","16","61708","2277",,"NH","VT","DW","1","forestcamping.com/dow/pacficnw/wen.htm","4113","0",,"RS",,"Cliffdell","ND","NS","0",,"74015","mid may-late sep",,"3.3","SE"
"48.587100","-119.763000","Cottonwood  - Ton","WA","COT3","NF",,"3","5","61709","2779",,"NH","VT","DW","1",,"4114","0",,"NR",,"Conconully","ND","NS","0",,"0",,,"2.1","N"
"46.917900","-121.233000","Cougar Flat","WA","COUG","NF","541.338.7869","3","12","61708","3173",,"NH","VT","DW","1","forestcamping.com/dow/pacficnw/wen.htm","4115","0",,"RS",,"Cliffdell","ND","NS","0",,"74021","early jun-mid sep",,"8","W"
"47.616260","-119.293930","Coulee City Community Park","WA","COUL","CP","509.632.5331",,,,"1558",,"E",,"DW","100309","www.visitusa.com/washington/camping/couleecitycommunitypark.htm","4116","0",,,,"Coulee City","DP","SH","0",,"0",,,"0.4","N"
"46.767090","-121.795650","Cougar Rock - Mount Rainier National Park","WA","COUR","NP","360.569.2211",,"173",,"3219",,"NH",,,"90812","www.nps.gov/mora/planyourvisit/campground-fees-and-reservations.htm","4117","1",,"RS",,"Enumclaw","DP","NS","0","PA","70946","late may-late sep",,"31.6","S"
"48.484700","-119.215000","Crawfish Lake","WA","CRAW","NF","509.486.2186","3","25","61709","4541",,"NH","VT","NW","1","forestcamping.com/dow/pacficnw/oka.htm","4118","0",,"NR",,"Riverside","ND","NS","0",,"0",,,"13.4","E"
"47.015600","-121.138000","Crow Creek","WA","CROC","NF","509.653.2205","3","15","61708","2759",,"NH","VT","NW","1","forestcamping.com/dow/pacficnw/wen.htm","4119","0",,"NR",,"Naches","ND","NS","0",,"0",,,"28.6","NW"
"45.853270","-119.853270","Crow Butte Park","WA","CROW","AUTH","509.875.2644",,"50",,"292",,"WES",,"DW","120122","www.crowbutte.com/","4120","1",,"RS",,"Port of Benton","DP","SH","0",,"0",,,"43.8","SW"
"47.311200","-121.315000","Crystal Springs","WA","CRYS","NF","509.674.4411","3","20","61703","2461",,"NH","VT","NW","1","forestcamping.com/dow/pacficnw/wen.htm","4121","0",,"NR",,"Easton","ND","NS","0",,"0",,,"8.2","NW"
"46.061080","-121.971000","Cultus Creek","WA","CULT","NF","509.395.3400","3","46","60303","4000","p","NH","VT","NW","100716","www.forestcamping.com/dow/pacficnw/gpcmp.htm","4122","0",,"NR","confusing info",,"ND","NS","0",,"0",,,,
"48.719730","-118.659910","Curlew Lake State Park","WA","CURL","SP","509.775.3592",,"85",,"2375",,"WES",,"DW","1","www.parks.wa.gov/parks/?selectedpark=Curlew%20Lake","4123","1",,"NR",,"Republic","DP","SH","0",,"0","early apr-late oct",,"6.1","NE"
"47.713960","-120.210690","Daroga State Park","WA","DARO","SP","509.664.6380",,"35",,"699","cc","WE",,,"1","www.parks.wa.gov/parks/?selectedpark=Daroga","4124","1",,"NR",,"East Wenatchee","DP","SH","0",,"0","early mar-early oct",,"21.0","N"
"47.318360","-122.406490","Dash Point State Park","WA","DASH","SP","253.593.2206",,"150",,"253",,"E",,"DW","1","www.parks.wa.gov/parks/?selectedpark=Dash%20Point","4125","1",,"RS",,"Federal Way","DP","SH","0",,"0","all year",,"4.4","W"
"48.739170","-118.227780","Davis Lake","WA","DAVI","NF","509.684.7000","2","10","62112","4511",,"NH","VT","NW","1","freecampsites.net/davis-lake-campground/","4126","1",,"NR",,"Kettle Falls","ND","NS","0",,"0",,"N$","11.8","NW"
"48.397950","-122.657230","Deception Pass State Park","WA","DECE","SP",,,"300",,"112",,"HK","FT","DW","100716","www.parks.wa.gov/parks/?selectedpark=Deception%20Pass","4127","1",,"RS","4 campgrounds - military jet noise","Oak Harbor",,,"0",,"0","all year",,"7.3","N"
"46.752400","-121.361000","Deep Creek  - Nac","WA","DEEP","NF",,"2","5","61708","4337",,"NH","VT",,"1",,"4128","0",,"NR",,"Naches",,,"0",,"0",,,"31.4","W"
"48.864720","-118.395000","Deer Creek Forest Camp T.H.","WA","DEER","NF",,"3","23","62104","4656",,"NH","VT","NW","1","forestcamping.com/dow/pacficnw/colv.htm","4129","0",,"NR",,"Danville","ND","NS","0",,"0",,"L$","10.2","SE"
"47.410200","-121.440790","Denny Creek","WA","DENN","NF","541.338.7869","4","48","60507","2313",,"E","VT","DW","1","forestcamping.com/dow/pacficnw/mbs.htm","4130","0",,"RS",,"North Bend","ND","NS","0",,"70256","early jun-mid sep",,"17.2","E"
"48.124200","-117.585100","Deer Lake Resort","WA","DERL","PVT","509.233.2081",,,,"2546","d",,,,"1","www.deerlakeresort.com/","4131","0",,,,"Loon Lake",,,"0",,"0",,,"4.9","NE"
"47.948980","-123.256350","Deer Park - Olympic National Park","WA","DERP","NP","360.565.3130",,"14",,"5371",,"NH","PT",,"90812","www.nps.gov/olym/planyourvisit/campgrounds.htm","4132","0",,"NR","rough road","Sequim",,,"0",,"0",,"L$","11.5","SW"
"48.026600","-120.313000","Deer Point","WA","DERT","NF",,"3","6","61702","1112",,"NH","VT","NW","1","www.publiclands.org/explore/site.php?id=5137&SID=1243186818.26748","4133","1",,"NR","private boat or ferry from Chelan","Chelan","ND","NS","0",,"0",,,"18.7","NW"
"46.655200","-121.360000","Dog Lake","WA","DOGL","NF",,"3","9","61708","4209",,"NH","VT","NW","1",,"4134","0",,"NR",,"Naches","ND","NS","0",,"0",,,"31.7","W"
"48.183000","-120.590000","Domke Lake S","WA","DOML","NF",,"2","8","61702","2333","d","NH","VT","NW","1","www.fs.fed.us/r6/fishing/forests/gofishing/wenoka_lakes.html","4135","1",,"NR","hike in only",,"ND","NS","0",,"0",,,,
"47.737320","-123.164700","Dosewallips","WA","DOSE","NP","360.565.3130",,,,"1407","cc","NH",,,"1","www.nps.gov/olym/planyourvisit/upload/open&close_dates07-08.pdf","4136","0",,"NR",,,"ND","NS","0",,"0",,,,
"47.689210","-122.902100","Dosewallips State Park","WA","DOSP","SP","360.796.4415",,"125",,"49",,"E",,"DW","1","www.parks.wa.gov/parks/?selectedpark=Dosewallips","4137","1",,"RS",,"Shelton","DP","SH","60",,"0","all year",,"34.0","N"
